📺央视频道,#genre#
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港,http://mg.hmysapp.cn:177/港澳台/香港港hk/凤凰卫视香港台.php?id=301
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
无线新闻,http://rihou.cc:555/tv/[Pd]无线新闻
无线新闻,http://rihou.cc:555/tv/[Hk]无线新闻
无线新闻,http://mg.hmysapp.cn:177/港澳台/香港港hk/无线新闻台.php?id=301
无线新闻,http://jnzq.ohoyee.com:9080/live/xingjiaoge-tvbsxw.m3u8

🎬电影频道,#genre#
CHC家庭影院,http://mg.hmysapp.cn:177/咪咕央视/CHC家庭影院.php?id=301
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8
CHC动作电影,http://mg.hmysapp.cn:177/咪咕央视/CHC动作电影.php?id=301
成龙,https://isus.cc/php/huya.php?id=11342386
王晶,https://isus.cc/php/huya.php?id=11602058
周星驰,https://isus.cc/php/huya.php?id=11342412
刘德华,https://vd2.bdstatic.com/mda-pjkfx92jybywmm4j/720p/h264/1697888378863819752/mda-pjkfx92jybywmm4j.mp4
刘德华,https://isus.cc/php/huya.php?id=11342424
古天乐,https://isus.cc/php/huya.php?id=29982675
许氏三杰,https://isus.cc/php/huya.php?id=11602033
国产悬疑,https://isus.cc/php/huya.php?id=11342395
喜剧专场,https://isus.cc/php/huya.php?id=11602044
女神系列,https://isus.cc/php/huya.php?id=11336571
林正英,https://isus.cc/php/huya.php?id=11342421
经典电影,https://down-hls.qxiu.com/live/453135/index.m3u8
天映经典,http://rihou.cc:555/tv/[Hk]天映经典
无线星河,http://rihou.cc:555/tv/[Pd]无线星河
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0

🏍咪咕体育,#genre#
睛彩篮球,http://47.100.209.208:8100/TVOD/3000000020000011529.m3u8?token=8520
睛彩篮球,http://114.254.86.42:8888/rtp/239.3.1.126:8001
睛彩广场舞,http://47.100.209.208:8100/TVOD/3000000020000011523.m3u8?token=8520
睛彩广场舞,http://114.254.86.42:8888/rtp/239.3.1.128:8001
睛彩青少,http://47.100.209.208:8100/TVOD/3000000020000011525.m3u8?token=8520
睛彩竞技,http://47.100.209.208:8100/TVOD/3000000020000011528.m3u8?token=8520
睛彩竞技,http://114.254.86.42:8888/rtp/239.3.1.125:8001
广东珠江,http://rihou.cc:555/tv/[Cx]广东珠江
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8
广东珠江,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
广东珠江,http://gmxw.7766.org:808/hls/83/index.m3u8
广东体育,http://rihou.cc:555/tv/[At|]广东体育
广东体育,http://rihou.cc:555/tv/[Cx]广东体育
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8
广东体育,http://183.11.239.36:808/hls/2/index.m3u8
广东体育,http://111.221.137.234:44330/tsfile/live/0124_1.m3u8
武术世界,http://1.94.31.214/php/hntv.php?id=wspd

🏀体育频道,#genre#
劲爆体育,http://183.237.95.108:9901/tsfile/live/1074_1.m3u8?key=txiptv&playlive=0&authid=0
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
睛彩羽毛球,http://114.254.86.42:8888/rtp/239.3.1.127:8001

🏛经典剧场,#genre#

🕘️更新时间,#genre#
2026-06-04 08:22:25,https://live.chinacert.cftest5.cn/cnmg/live/608807420
